"id","name","ofClientsYears","accountId","annualActualBudget","budgetRangeCalc","ediApproach","fullTimeStaffCount","fullTimeStaffRange","headOfOrgRaceEthnicity","organizationType","payorType","programCohort","programEngagement","serviceLevelOne","serviceLevelTwo","sponsor","surveyFrequency","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp"
a0u4T000005uF8GQAU,App-20220610-63,,"0014T00000GGDu2QAH",2307858,$1M-$5M,0.0,19.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tjQAA,Human rights,Social rights,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8hQAE,App-20220610-90,,"0014T00000BHpHgQAL",2607101,$1M-$5M,,12.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sWQAQ,Health,Public health,The Rockefeller Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8HQAU,App-20220610-64,,"0014T00000GGDu3QAH",6909000,>$5M-$10M,0.0,31.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srvQAB,a064T000001f7tTQAQ,Human services,Youth development,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8iQAE,App-20220610-91,,"0014T00000BHpHQQA1",2500000,$1M-$5M,,29.0,"21-40",,Government agency,Grant,a054T00000B1EMLQA3,a064T000001f7sXQAQ,Community and economic development,Community improvement,Innovation Performance Commission,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:54","0051C000008XsOpQAK","2023-02-09 21:26:54"
a0u4T000005uF8IQAU,App-20220610-65,,"0014T00000GGDu4QAH",750000,<$1M,0.0,3.0,<5,,"501(c)3 public charity",funder-sponsored,a054T00000B0srvQAB,a064T000001f7tUQAQ,Education,Adult education,Silicon Valley Social Venture Fund- SV2,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-01-24 02:18:18","0051C000008XsOpQAK","2023-01-24 02:18:18"
a0u4T000005uF8jQAE,App-20220610-92,,"0014T00000Jr6LqQAJ",1674200,$1M-$5M,0.0,22.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srqQAB,a064T000001f7uRQAQ,Human services,Targeted population support,Virginia G. Piper Charitable Trust,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:37:45","0051C000008XsOpQAK","2023-02-10 17:37:45"
a0u4T000005uF8JQAU,App-20220610-66,,"0014T00000GGDu5QAH",3000000,$1M-$5M,0.0,9.0,"5-9",White,"501(c)3 public charity",self-pay,a054T00000B0srvQAB,a064T000001f7tVQAQ,Community and economic development,Urban development (Economic development),,This will be our first time,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:29:05","0051C000008XsOpQAK","2023-02-10 17:29:05"
a0u4T000005uF8kQAE,App-20220610-93,,"0014T00000BHmJYQA1",,,,10.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1EMGQA3,a064T000001f7tMQAQ,Education,Vocational education,The Boston Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 23:54:09","0051C000008XsOpQAK","2023-02-09 23:54:09"
a0u4T000005uF8KQAU,App-20220610-67,,"0014T00000GGDu7QAH",3500000,$1M-$5M,0.0,20.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srvQAB,a064T000001f7tWQAQ,Human services,Family services,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8lQAE,App-20220610-94,,"0014T000009a1FFQAY",8211407,>$5M-$10M,,46.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sYQAQ,Community and economic development,Employment (Economic development),Nord Family Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8LQAU,App-20220610-68,,"0014T00000GGDu9QAH",22136000,>$10M-$25M,0.0,250.0,>100,,"501(c)3 public charity",funder-sponsored,a054T00000B0srvQAB,a064T000001f7tXQAQ,Human services,Family services,Virginia G. Piper Charitable Trust,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-01-24 02:18:23","0051C000008XsOpQAK","2023-01-24 02:18:23"
a0u4T000005uF8mQAE,App-20220610-95,,"0014T00000NdY7zQAF",250000,<$1M,0.0,2.0,<5,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v1QAA,Education,Elementary and secondary education,Michigan Health Endowment Fund,This will be our first time,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF8MQAU,App-20220610-69,,"0014T00000GGDuFQAX",44300000,>$25M,0.0,120.0,>100,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tkQAA,Community and economic development,Financial services,Sobrato Philanthropies,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8nQAE,App-20220610-96,,"0014T00000MK3vUQAT",3500000,$1M-$5M,0.0,12.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srWQAR,a064T000001fD2eQAE,Community and economic development,Business and industry,Silicon Valley Social Venture Fund- SV2,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF8NQAU,App-20220610-70,,"0014T00000GGDuJQAX",4165000,$1M-$5M,0.0,25.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tlQAA,Community and economic development,Business and industry,Sobrato Philanthropies,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8oQAE,App-20220610-97,,"0014T00000GGDuHQAX",3802688,$1M-$5M,0.0,33.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7trQAA,Human services,Youth development,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8OQAU,App-20220610-71,,"0014T00000GGDuMQAX",676434,<$1M,0.0,6.0,"5-9",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tmQAA,Human services,Youth development,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8pQAE,App-20220610-98,,"0014T00000BI1oeQAD",16028334,>$10M-$25M,,,,,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sZQAQ,Human services,Human services management,Jessie Ball duPont Fund,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8PQAU,App-20220610-72,,"0014T00000GGDuTQAX",43000000,>$25M,0.0,380.0,>100,White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tnQAA,"Public safety, law, and justice",Legal services,Robin Hood,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8qQAE,App-20220610-99,,"0014T00000BHpHRQA1",3041537,$1M-$5M,,17.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7saQAA,Community and economic development,Community improvement,Walter & Elise Haas Fund,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8QQAU,App-20220610-73,,"0011C00002VSadKQAT",16250000,>$10M-$25M,0.0,240.0,>100,White,"501(c)3 public charity",self-pay,a054T00000B0srvQAB,a064T000001f7tYQAQ,Health,Mental health care,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:52","0051C000008XsOpQAK","2023-02-10 17:26:52"
a0u4T000005uF8rQAE,App-20220610-100,,"0014T00000BHpHZQA1",11280172,>$10M-$25M,,79.0,"61-100",,Not 501(c)3 public charity or government agency,Grant,a054T00000B1EMLQA3,a064T000001f7sbQAA,Human services,Targeted population support,Assisi Foundation of Memphis,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8RQAU,App-20220610-74,,"0011C00002WLIGbQAP",2000000,$1M-$5M,0.0,22.0,"21-40",White,"501(c)3 public charity",self-pay,a054T00000B0srvQAB,a064T000001f7tZQAQ,Education,Elementary and secondary education,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:52","0051C000008XsOpQAK","2023-02-10 17:26:52"
a0u4T000005uF8sQAE,App-20220610-101,,"0014T000009a1FAQAY",8521299,>$5M-$10M,,49.0,"41-60",,Not 501(c)3 public charity or government agency,Grant,a054T00000B1EMLQA3,a064T000001f7scQAA,Education,Equal opportunity in education,Results for America,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8SQAU,App-20220610-75,,"0014T00000GGDuAQAX",1200000,$1M-$5M,0.0,20.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srvQAB,a064T000001f7taQAA,Health,Mental health care,Silicon Valley Social Venture Fund- SV2,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8tQAE,App-20220610-102,,"0014T00000GGDuIQAX",3200000,$1M-$5M,0.0,23.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tsQAA,Community and economic development,Business and industry,Sobrato Philanthropies,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8TQAU,App-20220610-76,,"0014T00000Nf4hWQAR",2000000,$1M-$5M,0.0,11.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v0QAA,Education,Equal opportunity in education,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF8uQAE,App-20220610-103,,"0014T00000GGEoDQAX",1020191,$1M-$5M,0.0,10.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7ttQAA,Education,Student services,The Boston Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8UQAU,App-20220610-77,,"0014T00000GGDuSQAX",11745691,>$10M-$25M,0.0,104.0,>100,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7toQAA,Community and economic development,Community improvement,Virginia G. Piper Charitable Trust,I'm not sure,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8vQAE,App-20220610-104,,"0014T00000GGdOXQA1",4397716,$1M-$5M,0.0,22.0,"21-40",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tuQAA,Education,Education services,Sobrato Philanthropies,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000005uF8VQAU,App-20220610-78,,"0014T00000BHpHlQAL",3344740,$1M-$5M,,12.0,"10-20",,Not 501(c)3 public charity or government agency,Grant,a054T00000B1EMLQA3,a064T000001f7sPQAQ,Education,Education services,Donald Riefler (Funder),,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8wQAE,App-20220610-105,,"0014T00000BHpHVQA1",662323,<$1M,,3.0,<5,,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7wxQAA,Health,Public health,Scattergood Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8WQAU,App-20220610-79,,"0014T00000BHpHMQA1",1849505,$1M-$5M,,14.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sQQAQ,Human services,Youth development,Virginia G. Piper Charitable Trust,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8xQAE,App-20220610-106,,"0014T00000BHpHfQAL",4021497,$1M-$5M,,21.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sdQAA,Health,Public health,Sobrato Philanthropies,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8XQAU,App-20220610-80,,"0014T00000GGDuDQAX",12000000,>$10M-$25M,0.0,108.0,>100,White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tpQAA,Human rights,Social rights,Sobrato Philanthropies,Occasionally,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF8yQAE,App-20220610-107,,"0014T00000ML7pdQAD",1800000,$1M-$5M,0.0,13.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",self-pay,a054T00000B0srWQAR,a064T000001f7umQAA,Public affairs,Leadership development,,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF8YQAU,App-20220610-81,,"0014T000009a1FGQAY",11923155,>$10M-$25M,,90.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sRQAQ,Human services,Shelter and residential care,Scattergood Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF8zQAE,App-20220610-108,,"0014T00000NgNbeQAF",500000,<$1M,0.0,4.0,<5,White,Not 501(c)3 public charity or government agency,self-pay,a054T00000B0srWQAR,a064T000001f7unQAA,Community and economic development,Employment (Economic development),,Occasionally,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF8ZQAU,App-20220610-82,,"0014T00000BHpHoQAL",1354513,$1M-$5M,,14.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sSQAQ,Education,Education services,David and Lucile Packard Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF90QAE,App-20220610-109,,"0011C000026MjcOQAS",3400000,$1M-$5M,0.0,58.0,"41-60",White,"501(c)3 public charity",self-pay,a054T00000B0srWQAR,a064T000001f7uoQAA,Human services,Youth development,,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF91QAE,App-20220610-110,,"0011C00002Y47ogQAB",240000,<$1M,0.0,2.0,<5,White,"501(c)3 public charity",self-pay,a054T00000B0srWQAR,a064T000001f7upQAA,Human services,Family services,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF92QAE,App-20220610-111,,"0014T00000MLEpKQAX",511000,<$1M,0.0,1.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v2QAA,Education,Equal opportunity in education,The Arthur M. Blank Family Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF93QAE,App-20220610-112,,"0014T00000NdgtqQAB",2293123,$1M-$5M,0.0,19.0,"10-20",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v3QAA,Community and economic development,Community improvement,The Heinz Endowments,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF94QAE,App-20220610-113,,"0014T00000Ne38UQAR",27000000,>$25M,0.0,123.0,>100,White,"501(c)3 public charity",self-pay,a054T00000B0srWQAR,a064T000001f7uqQAA,Education,Education services,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF95QAE,App-20220610-114,,"0014T00000NgQFRQA3",1800000,$1M-$5M,0.0,19.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v4QAA,Education,Education services,The Boston Foundation,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF96QAE,App-20220610-115,,"0014T00000BIyaTQAT",43009381,>$25M,,47.0,"41-60",,,Grant,a054T00000B1EMLQA3,a064T000001f7seQAA,,,South Carolina First Steps (via federal Preschool Development Grant funding),,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-03-01 17:54:48","0051C000008XsOpQAK","2023-03-01 17:54:48"
a0u4T000005uF97QAE,App-20220610-116,,"0014T00000GGDuNQAX",400000,<$1M,0.0,3.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7tvQAA,Community and economic development,Community improvement,Sobrato Philanthropies,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF98QAE,App-20220610-117,,"0011500001nVWYXAA4",95000000,>$25M,0.0,1320.0,>100,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srqQAB,a064T000001f7uSQAQ,Community and economic development,Community improvement,Virginia G. Piper Charitable Trust,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:31:23","0051C000008XsOpQAK","2023-02-10 19:31:23"
a0u4T000005uF99QAE,App-20220610-118,,"0014T00000GGDuRQAX",2493046,$1M-$5M,0.0,18.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srXQAR,a064T000001f7twQAA,Human services,Family services,The Boston Foundation,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF9aQAE,App-20220610-145,,"0011C00002VR7x6QAD",2986500,$1M-$5M,0.0,12.0,"10-20",White,"501(c)3 public charity",self-pay,a054T00000B1ERfQAN,a064T000001f7vuQAA,Human services,Basic and emergency aid,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:15:48","0051C000008XsOpQAK","2023-02-10 19:15:48"
a0u4T000005uF9AQAU,App-20220610-119,,"0014T00000Nf5r3QAB",200000,<$1M,0.0,1.0,<5,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v5QAA,"Public safety, law, and justice",Legal services,Virginia G. Piper Charitable Trust,Occasionally,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF9bQAE,App-20220610-146,,"0014T00000BHmJNQA1",1600000,$1M-$5M,0.0,9.0,"5-9",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7vvQAA,Human services,Family services,Younger Family Fund,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 20:01:52","0051C000008XsOpQAK","2023-02-10 20:01:52"
a0u4T000005uF9BQAU,App-20220610-120,,"0014T00000BIbSYQA1",450000,<$1M,0.0,5.0,"5-9",White,"501(c)3 public charity",self-pay,a054T00000B0srvQAB,a064T000001f7tbQAA,Human services,Human services management,,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:26:51","0051C000008XsOpQAK","2023-02-10 17:26:51"
a0u4T000005uF9cQAE,App-20220610-147,,"0011C00001o12vGQAQ",7000000,>$5M-$10M,0.0,50.0,"41-60",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srWQAR,a064T000001f7urQAA,Human services,Family services,Virginia G. Piper Charitable Trust,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF9CQAU,App-20220610-121,,"0014T000009a1FHQAY",60468832,>$25M,,721.0,>100,,"501(c)3 public charity",Grant,a054T00000B1EMLQA3,a064T000001f7sfQAA,Human services,Family services,Scattergood Foundation,,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-09 21:26:49","0051C000008XsOpQAK","2023-02-09 21:26:49"
a0u4T000005uF9dQAE,App-20220610-148,,"0011C00001oi1bTQAQ",2845499,$1M-$5M,0.0,6.0,"5-9",Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B0srbQAB,a064T000001f7v9QAA,Community and economic development,Employment (Economic development),The Arthur M. Blank Family Foundation,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:46:17","0051C000008XsOpQAK","2023-02-10 19:46:17"
a0u4T000005uF9DQAU,App-20220610-122,,"0014T000005SkzyQAC",30745114,>$25M,0.0,226.0,>100,Another race or ethnicity (please describe below):,"501(c)3 public charity",funder-sponsored,a054T00000B1ERfQAN,a064T000001f7voQAA,Human services,Youth development,Robin Hood,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 20:01:52","0051C000008XsOpQAK","2023-02-10 20:01:52"
a0u4T000005uF9eQAE,App-20220610-149,,"0011C000026Ml02QAC",2200000,$1M-$5M,0.0,21.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B0srWQAR,a064T000001f7usQAA,Human services,Youth development,Virginia G. Piper Charitable Trust,Regularly,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 17:50:52","0051C000008XsOpQAK","2023-02-10 17:50:52"
a0u4T000005uF9EQAU,App-20220610-123,,"0014T00000BHmJOQA1",3500000,$1M-$5M,0.0,20.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1ERgQAN,a064T000001f7w8QAA,Arts and culture,Performing arts,The Boston Foundation,Sometimes,"2022-06-10 23:49:15","00515000006O7O1AAK","2023-02-10 19:16:10","0051C000008XsOpQAK","2023-02-10 19:16:10"
